INFO:root:Query: HAO | MLSO | K-Cor between 2016-10-13T04:43:18.077858 and 2016-10-14T04:43:18.077858
INFO:root:Random query failed. Trying known query: NWRA | MCCD | MEES between 2003-02-26T07:48:00.344230 and 2003-03-01T07:48:00.344230
INFO:root:Query: OBSPM | OBSPM | Meudon Spectroheliograph between 2019-10-03T07:52:34.561382 and 2019-10-04T07:52:34.561382
INFO:root:Query: OMP | OMP | CLIMSO between 2013-10-09T17:05:54.094810 and 2013-10-10T17:05:54.094810
INFO:root:Random query failed. Trying known query: OMP | OMP | CLIMSO between 2015-05-31T08:43:03.176104 and 2015-06-03T08:43:03.176104
INFO:root:Query: OVRO | OVRO | OVSA between 2020-03-07T00:46:54.964956 and 2020-03-08T00:46:54.964956
WARNING:sunpy:SunpyUserWarning: VSO-C500 :soap:Server.Transport : 404 Not Found
INFO:root:Random query failed. No known query for: OVRO | OVRO | OVSA
INFO:root:Query: ROB | PROBA2 | SWAP between 2020-11-17T01:21:00.782436 and 2020-11-18T01:21:00.782436
INFO:root:Query: SAO | Hinode | XRT between 2016-12-21T19:38:09.276378 and 2016-12-22T19:38:09.276378
WARNING:sunpy:SunpyUserWarning: VSO-C500 :soap:Server.Transport : 411 Length Required
INFO:root:Random query failed. No known query for: SAO | Hinode | XRT
INFO:root:Query: SDAC | EUNIS | LONGWAVE-LOBE-06 between 2006-04-12T00:00:00 and 2006-04-13T00:00:00
INFO:root:Query: SDAC | EUNIS | LONGWAVE-LOBE-07 between 2007-11-06T00:00:00 and 2007-11-07T00:00:00
INFO:root:Query: SDAC | EUNIS | LONGWAVE-SLIT-06 between 2006-04-12T00:00:00 and 2006-04-13T00:00:00
INFO:root:Query: SDAC | EUNIS | LONGWAVE-SLIT-07 between 2007-11-06T00:00:00 and 2007-11-07T00:00:00
INFO:root:Query: SDAC | EUNIS | SHORTWAVE-LOBE-06 between 2006-04-12T00:00:00 and 2006-04-13T00:00:00
INFO:root:Query: SDAC | EUNIS | SHORTWAVE-LOBE-07 between 2007-11-06T00:00:00 and 2007-11-07T00:00:00
INFO:root:Query: SDAC | EUNIS | SHORTWAVE-SLIT-06 between 2006-04-12T00:00:00 and 2006-04-13T00:00:00
INFO:root:Query: SDAC | EUNIS | SHORTWAVE-SLIT-07 between 2007-11-06T00:00:00 and 2007-11-07T00:00:00
INFO:root:Query: SDAC | FOXSI1 | FOXSI between 2012-11-02T00:00:00 and 2012-11-03T00:00:00
INFO:root:Query: SDAC | FOXSI2 | FOXSI between 2014-12-11T00:00:00 and 2014-12-12T00:00:00
INFO:root:Query: SDAC | FOXSI3 | FOXSI between 2018-09-07T00:00:00 and 2018-09-08T00:00:00
INFO:root:Query: SDAC | FOXSI3 | PHOENIX between 2018-09-07T00:00:00 and 2018-09-08T00:00:00
INFO:root:Query: SDAC | Hinode | EIS between 2008-02-18T23:16:18.219414 and 2008-02-19T23:16:18.219414
INFO:root:Query: SDAC | Hinode | SOT between 2019-08-27T17:25:56.040769 and 2019-08-28T17:25:56.040769
INFO:root:Query: SDAC | SDO | AIA between 2014-01-29T11:51:34.339125 and 2014-01-30T11:51:34.339125
INFO:root:Random query failed. No known query for: SDAC | SDO | AIA
INFO:root:Query: SDAC | SO | EUI between 2021-08-23T11:47:27.452711 and 2021-08-24T11:47:27.452711
INFO:root:Random query failed. Trying known query: SDAC | SO | EUI between 2021-02-08T09:44:47.649699 and 2021-02-11T09:44:47.649699
INFO:root:Query: SDAC | SOHO | CDS between 2015-12-30T14:28:15.886883 and 2015-12-31T14:28:15.886883
INFO:root:Random query failed. Trying known query: SDAC | SOHO | CDS between 2000-03-06T19:38:20.393845 and 2000-03-09T19:38:20.393845
INFO:root:Query: SDAC | SOHO | CELIAS between 2018-04-11T07:41:51.076722 and 2018-04-12T07:41:51.076722
INFO:root:Query: SDAC | SOHO | COSTEP between 2003-12-19T13:03:43.930930 and 2003-12-20T13:03:43.930930
INFO:root:Query: SDAC | SOHO | EIT between 2001-09-14T05:17:09.653105 and 2001-09-15T05:17:09.653105
INFO:root:Query: SDAC | SOHO | ERNE between 2021-05-17T17:35:20.376477 and 2021-05-18T17:35:20.376477
INFO:root:Random query failed. Trying known query: SDAC | SOHO | ERNE between 2015-12-15T22:43:55.910342 and 2015-12-18T22:43:55.910342
INFO:root:Query: SDAC | SOHO | GOLF between 2009-11-30T17:09:29.771984 and 2009-12-01T17:09:29.771984
INFO:root:Query: SDAC | SOHO | LASCO between 2013-08-30T20:16:05.844233 and 2013-08-31T20:16:05.844233
INFO:root:Query: SDAC | SOHO | SUMER between 1998-12-20T18:22:18.241371 and 1998-12-21T18:22:18.241371
INFO:root:Random query failed. Trying known query: SDAC | SOHO | SUMER between 1996-08-29T00:53:33.446269 and 1996-09-01T00:53:33.446269
INFO:root:Query: SDAC | SOHO | SWAN between 1996-01-26T21:19:07.379697 and 1996-01-27T21:19:07.379697
INFO:root:Query: SDAC | SOHO | UVCS between 2002-01-08T05:45:05.545338 and 2002-01-09T05:45:05.545338
INFO:root:Query: SDAC | SOHO | VIRGO between 2015-07-31T01:01:43.014345 and 2015-08-01T01:01:43.014345
INFO:root:Query: SDAC | TRACE | TRACE between 2005-02-07T10:33:15.742327 and 2005-02-08T10:33:15.742327
INFO:root:Query: SDAC | VAULT | VAULT-1999 between 1999-05-07T00:00:00 and 1999-05-08T00:00:00
INFO:root:Query: SDAC | VAULT | VAULT-2002 between 2002-06-14T00:00:00 and 2002-06-15T00:00:00
INFO:root:Query: SDAC | VAULT | VAULT-2014 between 2014-09-30T00:00:00 and 2014-10-01T00:00:00
INFO:root:Query: SFO | SFO | CFTD1 between 2000-05-25T12:53:52.252197 and 2000-05-26T12:53:52.252197
INFO:root:Random query failed. No known query for: SFO | SFO | CFTD1
INFO:root:Query: SFO | SFO | CFTD2 between 2013-11-29T15:07:27.289173 and 2013-11-30T15:07:27.289173
INFO:root:Random query failed. No known query for: SFO | SFO | CFTD2
INFO:root:Query: SHA | SOHO | MDI between 1997-04-01T03:17:08.024014 and 1997-04-02T03:17:08.024014
INFO:root:Query: SSC | STEREO_A | IMPACT between 2014-11-04T08:57:54.805697 and 2014-11-05T08:57:54.805697
INFO:root:Query: SSC | STEREO_A | PLASTIC between 2007-09-27T06:05:46.797597 and 2007-09-28T06:05:46.797597
INFO:root:Query: SSC | STEREO_A | SECCHI between 2017-10-03T07:41:36.775565 and 2017-10-04T07:41:36.775565
INFO:root:Query: SSC | STEREO_A | SWAVES between 2008-02-16T20:48:32.084547 and 2008-02-17T20:48:32.084547
INFO:root:Query: SSC | STEREO_B | IMPACT between 2013-08-09T19:51:48.937359 and 2013-08-10T19:51:48.937359
INFO:root:Query: SSC | STEREO_B | PLASTIC between 2009-06-02T02:10:50.200213 and 2009-06-03T02:10:50.200213
INFO:root:Query: SSC | STEREO_B | SECCHI between 2008-01-06T11:05:18.386971 and 2008-01-07T11:05:18.386971
INFO:root:Query: SSC | STEREO_B | SWAVES between 2015-11-13T04:00:29.129954 and 2015-11-14T04:00:29.129954
INFO:root:Random query failed. Trying known query: SSC | STEREO_B | SWAVES between 2012-07-03T12:00:41.251319 and 2012-07-06T12:00:41.251319
