INFO:root:Query: HAO | MLSO | K-Cor between 2021-09-15T20:53:21.919293 and 2021-09-16T20:53:21.919293
INFO:root:Query: NSO | GONG | El Teide between 2017-11-29T04:14:14.756589 and 2017-11-30T04:14:14.756589
INFO:root:Query: NSO | GONG | Learmonth between 2013-07-09T14:18:14.958501 and 2013-07-10T14:18:14.958501
INFO:root:Query: NSO | GONG | MERGED GONG between 2017-05-10T19:15:01.183080 and 2017-05-11T19:15:01.183080
INFO:root:Query: NSO | GONG | Mauna Loa between 2011-03-13T17:39:05.511061 and 2011-03-14T17:39:05.511061
INFO:root:Query: NSO | GONG | Udaipur between 2017-02-07T00:25:56.903426 and 2017-02-08T00:25:56.903426
INFO:root:Query: NSO | HXECLIPSE | HXECLIPSE between 1898-10-03T12:55:24.316428 and 1898-10-04T12:55:24.316428
INFO:root:Random query failed. No known query for: NSO | HXECLIPSE | HXECLIPSE
INFO:root:Query: NSO | ISOON | ISOON between 2005-02-04T01:44:23.774308 and 2005-02-05T01:44:23.774308
INFO:root:Query: NSO | IVM | IVM between 2003-01-20T19:52:05.875747 and 2003-01-21T19:52:05.875747
INFO:root:Random query failed. Trying known query: NSO | IVM | IVM between 2001-05-05T18:53:13.517481 and 2001-05-08T18:53:13.517481
INFO:root:Query: NSO | KPVT | 512-channel magnetograph between 1989-10-19T19:02:57.579184 and 1989-10-20T19:02:57.579184
INFO:root:Random query failed. Trying known query: NSO | KPVT | 512-channel magnetograph between 1984-01-15T09:04:30.088298 and 1984-01-18T09:04:30.088298
INFO:root:Query: NSO | KPVT | spectromagnetograph between 1993-04-13T12:46:01.139156 and 1993-04-14T12:46:01.139156
INFO:root:Random query failed. Trying known query: NSO | KPVT | spectromagnetograph between 1996-12-21T17:58:20.509124 and 1996-12-24T17:58:20.509124
INFO:root:Query: NSO | McMath | solar fts spectrometer between 1976-10-30T15:47:45.343506 and 1976-10-31T15:47:45.343506
INFO:root:Random query failed. Trying known query: NSO | McMath | solar fts spectrometer between 1992-09-21T15:57:45.551974 and 1992-09-24T15:57:45.551974
INFO:root:Query: NSO | PTMC | PTMC between 1989-11-17T21:22:14.280253 and 1989-11-18T21:22:14.280253
INFO:root:Random query failed. Trying known query: NSO | PTMC | PTMC between 1997-11-26T06:01:49.439688 and 1997-11-29T06:01:49.439688
INFO:root:Query: NSO | SDO | HMI between 2011-04-09T16:59:39.706987 and 2011-04-10T16:59:39.706987
INFO:root:Query: NSO | SOLIS | ISS between 2016-09-23T03:41:50.780185 and 2016-09-24T03:41:50.780185
INFO:root:Query: NSO | SOLIS | vsm between 2015-12-20T21:31:01.040689 and 2015-12-21T21:31:01.040689
INFO:root:Query: NWRA | MCCD | MEES between 1994-01-11T17:52:47.176805 and 1994-01-12T17:52:47.176805
INFO:root:Query: OBSPM | OBSPM | Meudon Spectroheliograph between 2021-10-14T06:49:36.840389 and 2021-10-15T06:49:36.840389
INFO:root:Query: OMP | OMP | CLIMSO between 2021-03-13T07:01:57.670583 and 2021-03-14T07:01:57.670583
INFO:root:Query: OVRO | OVRO | OVSA between 2019-09-10T09:03:35.383683 and 2019-09-11T09:03:35.383683
WARNING:sunpy:SunpyUserWarning: VSO-C500 :soap:Server.Transport : 404 Not Found
INFO:root:Random query failed. No known query for: OVRO | OVRO | OVSA
INFO:root:Query: ROB | PROBA2 | SWAP between 2014-03-29T16:43:39.249943 and 2014-03-30T16:43:39.249943
INFO:root:Query: SAO | Hinode | XRT between 2013-04-22T08:37:25.206290 and 2013-04-23T08:37:25.206290
WARNING:sunpy:SunpyUserWarning: VSO-C500 :soap:Server.Transport : 411 Length Required
INFO:root:Random query failed. No known query for: SAO | Hinode | XRT
INFO:root:Query: SDAC | EUNIS | LONGWAVE-LOBE-06 between 2006-04-12T00:00:00 and 2006-04-13T00:00:00
INFO:root:Query: SDAC | EUNIS | LONGWAVE-LOBE-07 between 2007-11-06T00:00:00 and 2007-11-07T00:00:00
INFO:root:Query: SDAC | EUNIS | LONGWAVE-SLIT-06 between 2006-04-12T00:00:00 and 2006-04-13T00:00:00
INFO:root:Query: SDAC | EUNIS | LONGWAVE-SLIT-07 between 2007-11-06T00:00:00 and 2007-11-07T00:00:00
INFO:root:Query: SDAC | EUNIS | SHORTWAVE-LOBE-06 between 2006-04-12T00:00:00 and 2006-04-13T00:00:00
INFO:root:Query: SDAC | EUNIS | SHORTWAVE-LOBE-07 between 2007-11-06T00:00:00 and 2007-11-07T00:00:00
INFO:root:Query: SDAC | EUNIS | SHORTWAVE-SLIT-06 between 2006-04-12T00:00:00 and 2006-04-13T00:00:00
INFO:root:Query: SDAC | EUNIS | SHORTWAVE-SLIT-07 between 2007-11-06T00:00:00 and 2007-11-07T00:00:00
INFO:root:Query: SDAC | FOXSI1 | FOXSI between 2012-11-02T00:00:00 and 2012-11-03T00:00:00
INFO:root:Query: SDAC | FOXSI2 | FOXSI between 2014-12-11T00:00:00 and 2014-12-12T00:00:00
INFO:root:Query: SDAC | FOXSI3 | FOXSI between 2018-09-07T00:00:00 and 2018-09-08T00:00:00
INFO:root:Query: SDAC | FOXSI3 | PHOENIX between 2018-09-07T00:00:00 and 2018-09-08T00:00:00
INFO:root:Query: SDAC | Hinode | EIS between 2016-08-11T17:45:57.530744 and 2016-08-12T17:45:57.530744
INFO:root:Query: SDAC | Hinode | SOT between 2009-11-10T23:49:40.273264 and 2009-11-11T23:49:40.273264
INFO:root:Query: SDAC | SDO | AIA between 2018-07-10T12:50:18.459091 and 2018-07-11T12:50:18.459091
INFO:root:Random query failed. No known query for: SDAC | SDO | AIA
INFO:root:Query: SDAC | SO | EUI between 2021-08-29T13:07:43.243123 and 2021-08-30T13:07:43.243123
INFO:root:Random query failed. Trying known query: SDAC | SO | EUI between 2021-02-08T09:44:47.649699 and 2021-02-11T09:44:47.649699
INFO:root:Query: SDAC | SOHO | CDS between 2012-09-01T08:19:28.497619 and 2012-09-02T08:19:28.497619
INFO:root:Random query failed. Trying known query: SDAC | SOHO | CDS between 2000-03-06T19:38:20.393845 and 2000-03-09T19:38:20.393845
INFO:root:Query: SDAC | SOHO | CELIAS between 2018-09-20T16:37:37.836333 and 2018-09-21T16:37:37.836333
INFO:root:Query: SDAC | SOHO | COSTEP between 2010-01-27T14:32:59.931391 and 2010-01-28T14:32:59.931391
INFO:root:Query: SDAC | SOHO | EIT between 2009-04-01T03:06:06.162806 and 2009-04-02T03:06:06.162806
INFO:root:Query: SDAC | SOHO | ERNE between 2018-11-30T22:46:28.725937 and 2018-12-01T22:46:28.725937
INFO:root:Query: SDAC | SOHO | GOLF between 2017-03-22T15:41:11.751717 and 2017-03-23T15:41:11.751717
INFO:root:Query: SDAC | SOHO | LASCO between 2009-08-13T16:25:13.367430 and 2009-08-14T16:25:13.367430
INFO:root:Query: SDAC | SOHO | SUMER between 2006-04-04T13:54:09.094959 and 2006-04-05T13:54:09.094959
INFO:root:Random query failed. Trying known query: SDAC | SOHO | SUMER between 1996-08-29T00:53:33.446269 and 1996-09-01T00:53:33.446269
INFO:root:Query: SDAC | SOHO | SWAN between 2008-04-17T02:32:54.133853 and 2008-04-18T02:32:54.133853
INFO:root:Query: SDAC | SOHO | UVCS between 2013-07-04T12:09:40.459717 and 2013-07-05T12:09:40.459717
INFO:root:Random query failed. Trying known query: SDAC | SOHO | UVCS between 2001-09-14T12:14:55.595219 and 2001-09-17T12:14:55.595219
INFO:root:Query: SDAC | SOHO | VIRGO between 1997-04-05T23:25:05.121499 and 1997-04-06T23:25:05.121499
INFO:root:Query: SDAC | TRACE | TRACE between 2005-03-10T05:31:24.374436 and 2005-03-11T05:31:24.374436
INFO:root:Query: SDAC | VAULT | VAULT-1999 between 1999-05-07T00:00:00 and 1999-05-08T00:00:00
INFO:root:Query: SDAC | VAULT | VAULT-2002 between 2002-06-14T00:00:00 and 2002-06-15T00:00:00
INFO:root:Query: SDAC | VAULT | VAULT-2014 between 2014-09-30T00:00:00 and 2014-10-01T00:00:00
INFO:root:Query: SFO | SFO | CFTD1 between 1997-02-05T07:50:01.971471 and 1997-02-06T07:50:01.971471
INFO:root:Random query failed. No known query for: SFO | SFO | CFTD1
INFO:root:Query: SFO | SFO | CFTD2 between 2002-01-12T23:16:04.071982 and 2002-01-13T23:16:04.071982
INFO:root:Random query failed. No known query for: SFO | SFO | CFTD2
INFO:root:Query: SHA | SOHO | MDI between 2009-02-08T21:34:20.131006 and 2009-02-09T21:34:20.131006
INFO:root:Query: SSC | STEREO_A | IMPACT between 2020-03-21T08:18:54.986066 and 2020-03-22T08:18:54.986066
INFO:root:Query: SSC | STEREO_A | PLASTIC between 2014-08-10T03:18:50.702474 and 2014-08-11T03:18:50.702474
INFO:root:Query: SSC | STEREO_A | SECCHI between 2017-12-10T12:22:27.207623 and 2017-12-11T12:22:27.207623
INFO:root:Query: SSC | STEREO_A | SWAVES between 2017-10-07T04:57:44.015601 and 2017-10-08T04:57:44.015601
INFO:root:Query: SSC | STEREO_B | IMPACT between 2020-02-13T09:47:13.919142 and 2020-02-14T09:47:13.919142
INFO:root:Random query failed. Trying known query: SSC | STEREO_B | IMPACT between 2007-10-02T17:02:57.364076 and 2007-10-05T17:02:57.364076
INFO:root:Query: SSC | STEREO_B | PLASTIC between 2009-09-13T13:10:37.302232 and 2009-09-14T13:10:37.302232
INFO:root:Query: SSC | STEREO_B | SECCHI between 2017-10-19T13:57:20.677689 and 2017-10-20T13:57:20.677689
INFO:root:Random query failed. Trying known query: SSC | STEREO_B | SECCHI between 2007-07-05T21:37:58.856810 and 2007-07-08T21:37:58.856810
INFO:root:Query: SSC | STEREO_B | SWAVES between 2013-05-14T12:59:12.121271 and 2013-05-15T12:59:12.121271
